TR,K x,K y,time
15,-0.00423626093794867,-0.00230231173492397,1.53846153846154e-05
15,-0.00779844456989118,-0.00555152607557299,3.07692307692308e-05
15,-0.0104795297311497,-0.00955881049488213,4.61538461538462e-05
15,-0.0121237014974999,-0.0140912761882873,6.15384615384615e-05
15,-0.0126354065822027,-0.0188855127245304,7.69230769230769e-05
15,-0.0119849065457076,-0.0236628965024656,9.23076923076923e-05
15,-0.0102100060856641,-0.0281457833420028,0.000107692307692308
15,-0.00741385596530938,-0.0320736441546587,0.000123076923076923
15,-0.00375895826604623,-0.0352182059471951,0.000138461538461538
15,0.00054227764285672,-0.0373967182182466,0.000153846153846154
15,0.00523987956473045,-0.0384825737531897,0.000169230769230769
15,0.0100608399509639,-0.0384126665752578,0.000184615384615385
15,0.0147249821073871,-0.03719105943553,0.0002
15,0.0189612430453358,-0.0348887477006061,0.000215384615384615
15,0.0225234266772783,-0.0316395333599571,0.000230769230769231
15,0.0252045118385368,-0.0276322489406479,0.000246153846153846
15,0.026848683604887,-0.0230997832472427,0.000261538461538462
15,0.0273603886895899,-0.0183055467109997,0.000276923076923077
15,0.0267098886530947,-0.0135281629330645,0.000292307692307692
15,0.0249349881930513,-0.0090452760935273,0.000307692307692308
15,0.0221388380726965,-0.00511741528087131,0.000323076923076923
15,0.0184839403734334,-0.00197285348833497,0.000338461538461538
15,0.0141827044645304,0.000205658782716566,0.000353846153846154
15,0.00948510254265669,0.00129151431765969,0.000369230769230769
15,0.00466414215642325,0.00122160713972779,0.000384615384615385
16,0,-0,0
16,-0.0035306093650675,-0.00328349563277554,1.53846153846154e-05
16,-0.00617283370006461,-0.00731650897551412,3.07692307692308e-05
16,-0.00777311653073598,-0.0118646559521428,4.61538461538462e-05
16,-0.0082384552357544,-0.0166636147922216,6.15384615384615e-05
16,-0.00754180602102157,-0.0214344874514707,7.69230769230769e-05
16,-0.0057236556066809,-0.0259000081523511,9.23076923076923e-05
16,-0.00288966828610601,-0.0298006570632349,0.000107692307692308
16,0.000795454898756055,-0.0329097426477035,0.000123076923076923
16,0.00511754798327889,-0.0350465761526538,0.000138461538461538
